224230,"Fairbanks, AK",Fairbanks,AK,31.8767,31415
236400,"Juneau, AK",Juneau,AK,23.0714,31180.9
402430,"Anthem, AZ",Anthem,AZ,16.6132,21552.7
402830,"Apache Junction, AZ",Apache Junction,AZ,17.5354,35971.5
404720,"Avondale, AZ",Avondale,AZ,25.4914,75412.8
407940,"Buckeye, AZ",Buckeye,AZ,10.4258,50808.5
408220,"Bullhead City, AZ",Bullhead City,AZ,20.5698,39410.9
410530,"Casa Grande, AZ",Casa Grande,AZ,25.7172,48783.5
410670,"Casas Adobes, AZ",Casas Adobes,AZ,21.7586,66232.1
411230,"Catalina Foothills, AZ",Catalina Foothills,AZ,11.5068,50979.7
412000,"Chandler, AZ",Chandler,AZ,30.0308,234398
420050,"Douglas, AZ",Douglas,AZ,25.9092,17038.3
420540,"Drexel Heights, AZ",Drexel Heights,AZ,12.9535,27894.4
422220,"El Mirage, AZ",El Mirage,AZ,22.9869,31887.6
422360,"Eloy, AZ",Eloy,AZ,13.8549,16421.4
423620,"Flagstaff, AZ",Flagstaff,AZ,33.0964,65433.2
423760,"Florence, AZ",Florence,AZ,18.8983,25470
425030,"Fortuna Foothills, AZ",Fortuna Foothills,AZ,11.649,26213.8
425300,"Fountain Hills, AZ",Fountain Hills,AZ,15.4248,22316
427400,"Gilbert, AZ",Gilbert,AZ,26.3762,207773
427820,"Glendale, AZ",Glendale,AZ,33.4759,227282
428380,"Goodyear, AZ",Goodyear,AZ,13.3459,65595.5
429710,"Green Valley, AZ",Green Valley,AZ,10.6462,21239
437620,"Kingman, AZ",Kingman,AZ,22.3714,28016.2
439370,"Lake Havasu City, AZ",Lake Havasu City,AZ,15.076,52271.5
444270,"Marana, AZ",Marana,AZ,12.7894,35051.6
444410,"Maricopa, AZ",Maricopa,AZ,11.4709,42904.7
446000,"Mesa, AZ",Mesa,AZ,34.4299,438358
449640,"Nogales, AZ",Nogales,AZ,37.1402,20687
451600,"Oro Valley, AZ",Oro Valley,AZ,9.55054,40800.8
454050,"Peoria, AZ",Peoria,AZ,24.1862,153056
455000,"Phoenix, AZ",Phoenix,AZ,38.2843,1442530
457380,"Prescott, AZ",Prescott,AZ,22.9977,39417.1
457450,"Prescott Valley, AZ",Prescott Valley,AZ,14.0528,38983.9
458150,"Queen Creek, AZ",Queen Creek,AZ,14.9016,26284.1
460180,"Rio Rico, AZ",Rio Rico,AZ,5.13681,18892.8
462140,"Sahuarita, AZ",Sahuarita,AZ,12.8123,25223.7
463470,"San Luis, AZ",San Luis,AZ,26.4124,25251.6
464210,"San Tan Valley, AZ",San Tan Valley,AZ,11.2874,80549.6
465000,"Scottsdale, AZ",Scottsdale,AZ,28.8712,216614
466820,"Sierra Vista, AZ",Sierra Vista,AZ,22.6099,44030.8
470320,"Sun City, AZ",Sun City,AZ,21.4119,37842.3
470355,"Sun City West, AZ",Sun City West,AZ,11.7702,24240
471510,"Surprise, AZ",Surprise,AZ,17.9286,117046
472000,"Tanque Verde, AZ",Tanque Verde,AZ,3.2748,17016.3
473000,"Tempe, AZ",Tempe,AZ,49.9315,162125
477000,"Tucson, AZ",Tucson,AZ,38.9112,520109
485540,"Yuma, AZ",Yuma,AZ,31.1836,93121.7
504840,"Bella Vista, AR",Bella Vista,AR,1.90665,26212.7
505290,"Benton, AR",Benton,AR,17.3065,29890.4
505320,"Bentonville, AR",Bentonville,AR,23.6214,34749.8
509460,"Bryant, AR",Bryant,AR,14.5494,16983.9
510300,"Cabot, AR",Cabot,AR,15.2197,23164
515190,"Conway, AR",Conway,AR,25.1728,58655
521070,"El Dorado, AR",El Dorado,AR,26.63,18789.9
523290,"Fayetteville, AR",Fayetteville,AR,27.4101,73245.6
524550,"Fort Smith, AR",Fort Smith,AR,33.2654,85943.1
533400,"Hot Springs, AR",Hot Springs,AR,28.8045,34642.1
534750,"Jacksonville, AR",Jacksonville,AR,22.0758,28005
535710,"Jonesboro, AR",Jonesboro,AR,20.7891,67023.5
541000,"Little Rock, AR",Little Rock,AR,31.122,192913
544600,"Maumelle, AR",Maumelle,AR,15.7601,17146.9
550450,"North Little Rock, AR",North Little Rock,AR,31.7177,62143.2
553390,"Paragould, AR",Paragould,AR,21.4801,25941.6
555310,"Pine Bluff, AR",Pine Bluff,AR,23.4633,48850.7
560410,"Rogers, AR",Rogers,AR,18.2172,55425.5
561670,"Russellville, AR",Russellville,AR,23.0581,27866.6
563020,"Searcy, AR",Searcy,AR,36.6883,22776.3
563800,"Sherwood, AR",Sherwood,AR,15.3681,29542.1
566080,"Springdale, AR",Springdale,AR,23.1763,69429.2
568810,"Texarkana, AR",Texarkana,AR,26.7485,29882.2
571480,"Van Buren, AR",Van Buren,AR,21.0829,22327.5
574540,"West Memphis, AR",West Memphis,AR,27.5654,26154.9
600296,"Adelanto, CA",Adelanto,CA,5.13514,31265.7
600394,"Agoura Hills, CA",Agoura Hills,CA,39.1802,20019.5
600562,"Alameda, CA",Alameda,CA,60.2855,73676.9
600674,"Albany, CA",Albany,CA,78.1265,18097.4
600884,"Alhambra, CA",Alhambra,CA,66.108,83549.2
600947,"Aliso Viejo, CA",Aliso Viejo,CA,33.9451,47427.9
601290,"Altadena, CA",Altadena,CA,43.6541,42357.9
601640,"American Canyon, CA",American Canyon,CA,32.3076,19262
602000,"Anaheim, CA",Anaheim,CA,50.6342,335451
602210,"Antelope, CA",Antelope,CA,34.9145,45122
602252,"Antioch, CA",Antioch,CA,36.2712,101929
602364,"Apple Valley, CA",Apple Valley,CA,11.2321,69087.4
602462,"Arcadia, CA",Arcadia,CA,49.1179,57085.2
602476,"Arcata, CA",Arcata,CA,46.1397,16840.1
602553,"Arden-Arcade, CA",Arden-Arcade,CA,47.4871,91738.5
602868,"Arroyo Grande, CA",Arroyo Grande,CA,42.8852,16896
602896,"Artesia, CA",Artesia,CA,69.9151,15719
602924,"Arvin, CA",Arvin,CA,36.3713,18795.4
602980,"Ashland, CA",Ashland,CA,58.1651,21561.3
603064,"Atascadero, CA",Atascadero,CA,22.0206,28220.3
603162,"Atwater, CA",Atwater,CA,41.7894,27435
603386,"Azusa, CA",Azusa,CA,50.3956,46218.4
603526,"Bakersfield, CA",Bakersfield,CA,34.2902,348382
603666,"Baldwin Park, CA",Baldwin Park,CA,45.2744,74420.7
603820,"Banning, CA",Banning,CA,27.8976,29403.1
604030,"Barstow, CA",Barstow,CA,33.6308,22780.6
604415,"Bay Point, CA",Bay Point,CA,35.7938,21326
604758,"Beaumont, CA",Beaumont,CA,20.5764,36218.2
604870,"Bell, CA",Bell,CA,69.0077,35754.1
604982,"Bellflower, CA",Bellflower,CA,56.4948,76257.8
604996,"Bell Gardens, CA",Bell Gardens,CA,62.7774,41080
605108,"Belmont, CA",Belmont,CA,44.7273,25550.4
605290,"Benicia, CA",Benicia,CA,30.2222,26936.3
606000,"Berkeley, CA",Berkeley,CA,79.0403,112398
606308,"Beverly Hills, CA",Beverly Hills,CA,75.9538,34448.6
607064,"Bloomington, CA",Bloomington,CA,25.7974,23616.7
607218,"Blythe, CA",Blythe,CA,20.9674,20287
608058,"Brawley, CA",Brawley,CA,41.9618,24466.9
608100,"Brea, CA",Brea,CA,45.6314,39174.2
608142,"Brentwood, CA",Brentwood,CA,32.4931,50990
608786,"Buena Park, CA",Buena Park,CA,49.4838,80664
608954,"Burbank, CA",Burbank,CA,66.2327,103576
609066,"Burlingame, CA",Burlingame,CA,63.9472,28294.6
609598,"Calabasas, CA",Calabasas,CA,20.1322,22382
609710,"Calexico, CA",Calexico,CA,43.1109,38211.7
610046,"Camarillo, CA",Camarillo,CA,41.9464,64657
610256,"Cameron Park, CA",Cameron Park,CA,18.3571,18186.7
610345,"Campbell, CA",Campbell,CA,53.7975,39367.5
611194,"Carlsbad, CA",Carlsbad,CA,27.4327,105537
611390,"Carmichael, CA",Carmichael,CA,39.6635,61793.4
611530,"Carson, CA",Carson,CA,49.2662,91875.4
611691,"Casa de Oro-Mount Helix, CA",Casa de Oro-Mount Helix,CA,26.6331,18751.4
611796,"Castaic, CA",Castaic,CA,20.2357,18452.7
611964,"Castro Valley, CA",Castro Valley,CA,35.4897,61308.4
612048,"Cathedral City, CA",Cathedral City,CA,31.9681,51052.3
612524,"Ceres, CA",Ceres,CA,38.2664,44574.3
612552,"Cerritos, CA",Cerritos,CA,48.7713,49871.4
613014,"Chico, CA",Chico,CA,43.0517,85704.7
613210,"Chino, CA",Chino,CA,38.0408,77517.5
613214,"Chino Hills, CA",Chino Hills,CA,22.8972,74818.9
613294,"Chowchilla, CA",Chowchilla,CA,22.9185,17896.9
613392,"Chula Vista, CA",Chula Vista,CA,39.6657,243773
613588,"Citrus Heights, CA",Citrus Heights,CA,38.6638,83004.5
613756,"Claremont, CA",Claremont,CA,39.9761,35251.1
614218,"Clovis, CA",Clovis,CA,33.8429,95052
614260,"Coachella, CA",Coachella,CA,32.8593,40670.2
614890,"Colton, CA",Colton,CA,38.0463,51457.9
615044,"Compton, CA",Compton,CA,58.6757,98313.2
616000,"Concord, CA",Concord,CA,43.3069,121872
616224,"Corcoran, CA",Corcoran,CA,20.6593,24577.7
616350,"Corona, CA",Corona,CA,34.1367,151868
616378,"Coronado, CA",Coronado,CA,50.7986,19461.6
616532,"Costa Mesa, CA",Costa Mesa,CA,59.5592,109994
616742,"Covina, CA",Covina,CA,49.5852,48819
617498,"Cudahy, CA",Cudahy,CA,57.6618,23626.4
617568,"Culver City, CA",Culver City,CA,73.2206,39501.2
617610,"Cupertino, CA",Cupertino,CA,44.7128,58810
617750,"Cypress, CA",Cypress,CA,47.851,47826.9
617918,"Daly City, CA",Daly City,CA,60.5865,97134.7
617946,"Dana Point, CA",Dana Point,CA,52.0928,33192.1
617988,"Danville, CA",Danville,CA,23.797,41867.7
618100,"Davis, CA",Davis,CA,43.4526,63985.3
618394,"Delano, CA",Delano,CA,33.9586,52161.8
618996,"Desert Hot Springs, CA",Desert Hot Springs,CA,30.6828,26041.2
619192,"Diamond Bar, CA",Diamond Bar,CA,25.9356,54826.6
619318,"Dinuba, CA",Dinuba,CA,50.6541,21338.6
619402,"Dixon, CA",Dixon,CA,37.7191,18003.3
619766,"Downey, CA",Downey,CA,54.3905,112083
619990,"Duarte, CA",Duarte,CA,42.9452,20619.7
620018,"Dublin, CA",Dublin,CA,33.2301,45966.6
620697,"East Hemet, CA",East Hemet,CA,21.1513,17422.4
620802,"East Los Angeles, CA",East Los Angeles,CA,68.3698,124759
620956,"East Palo Alto, CA",East Palo Alto,CA,53.2128,27174.1
621230,"Eastvale, CA",Eastvale,CA,23.0073,53043.6
621712,"El Cajon, CA",El Cajon,CA,52.1685,98985.2
621782,"El Centro, CA",El Centro,CA,44.8247,42141.9
621796,"El Cerrito, CA",El Cerrito,CA,61.6587,23322.1
621880,"El Dorado Hills, CA",El Dorado Hills,CA,11.4997,42106.3
622020,"Elk Grove, CA",Elk Grove,CA,28.339,152482
622230,"El Monte, CA",El Monte,CA,55.6733,112624
622300,"El Paso de Robles (Paso Robles), CA",El Paso de Robles (Paso Robles),CA,35.408,29545.9
622412,"El Segundo, CA",El Segundo,CA,65.0117,16924.8
622678,"Encinitas, CA",Encinitas,CA,41.0683,59605.6
622804,"Escondido, CA",Escondido,CA,41.3833,143083
623042,"Eureka, CA",Eureka,CA,61.0275,27404.6
623182,"Fairfield, CA",Fairfield,CA,34.3837,103991
623294,"Fair Oaks, CA",Fair Oaks,CA,35.8551,30954.6
623462,"Fallbrook, CA",Fallbrook,CA,35.0616,30003.7
624477,"Florence-Graham, CA",Florence-Graham,CA,68.4359,63668.1
624498,"Florin, CA",Florin,CA,42.0909,47490.7
624638,"Folsom, CA",Folsom,CA,27.8412,71880.9
624680,"Fontana, CA",Fontana,CA,31.9522,195934
624722,"Foothill Farms, CA",Foothill Farms,CA,41.9573,32490.4
625338,"Foster City, CA",Foster City,CA,46.1624,30159.6
625380,"Fountain Valley, CA",Fountain Valley,CA,53.6476,55051.1
626000,"Fremont, CA",Fremont,CA,44.4781,214084
626067,"French Valley, CA",French Valley,CA,6.31314,23075.9
627000,"Fresno, CA",Fresno,CA,42.0729,491455
628000,"Fullerton, CA",Fullerton,CA,51.0535,135030
628112,"Galt, CA",Galt,CA,28.821,23057.9
628168,"Gardena, CA",Gardena,CA,69.3949,57964.3
629000,"Garden Grove, CA",Garden Grove,CA,55.3046,171823
629504,"Gilroy, CA",Gilroy,CA,42.9799,48375.8
630000,"Glendale, CA",Glendale,CA,65.52,190871
630014,"Glendora, CA",Glendora,CA,39.8807,50443.8
630378,"Goleta, CA",Goleta,CA,39.4825,29422.7
630693,"Granite Bay, CA",Granite Bay,CA,11.82,20531
631596,"Hacienda Heights, CA",Hacienda Heights,CA,31.8967,52997
631960,"Hanford, CA",Hanford,CA,34.4636,53205.8
632548,"Hawthorne, CA",Hawthorne,CA,63.6224,84802.3
633000,"Hayward, CA",Hayward,CA,51.2946,144684
633182,"Hemet, CA",Hemet,CA,29.6678,78305.6
633308,"Hercules, CA",Hercules,CA,29.6194,23714.4
633364,"Hermosa Beach, CA",Hermosa Beach,CA,82.4221,19170.5
633434,"Hesperia, CA",Hesperia,CA,13.1705,89914.1
633588,"Highland, CA",Highland,CA,28.6071,52231.9
634120,"Hollister, CA",Hollister,CA,40.1954,33711.2
636000,"Huntington Beach, CA",Huntington Beach,CA,51.9484,189221
636056,"Huntington Park, CA",Huntington Park,CA,74.7534,57694.2
636294,"Imperial Beach, CA",Imperial Beach,CA,58.5097,26007.9
636448,"Indio, CA",Indio,CA,26.3389,76381.4
636546,"Inglewood, CA",Inglewood,CA,64.1435,110408
636770,"Irvine, CA",Irvine,CA,43.913,212841
636868,"Isla Vista, CA",Isla Vista,CA,53.6399,22273.1
639045,"La Crescenta-Montrose, CA",La Crescenta-Montrose,CA,50.6269,19919.9
639114,"Ladera Ranch, CA",Ladera Ranch,CA,29.0375,22698.2
639122,"Lafayette, CA",Lafayette,CA,21.9013,24015.5
639178,"Laguna Beach, CA",Laguna Beach,CA,43.0038,22570.9
639220,"Laguna Hills, CA",Laguna Hills,CA,38.0329,30584.5
639248,"Laguna Niguel, CA",Laguna Niguel,CA,31.4666,62720.3
639290,"La Habra, CA",La Habra,CA,56.0783,59599.4
639486,"Lake Elsinore, CA",Lake Elsinore,CA,24.2349,51679.4
639496,"Lake Forest, CA",Lake Forest,CA,40.69,76957.4
639766,"Lakeside, CA",Lakeside,CA,28.2927,20646.8
639892,"Lakewood, CA",Lakewood,CA,50.5729,79371.4
640004,"La Mesa, CA",La Mesa,CA,53.4234,56778
640032,"La Mirada, CA",La Mirada,CA,44.1967,48396.4
640130,"Lancaster, CA",Lancaster,CA,25.2471,156592
640326,"La Presa, CA",La Presa,CA,35.7273,34357.3
640340,"La Puente, CA",La Puente,CA,53.376,38934.1
640354,"La Quinta, CA",La Quinta,CA,21.2831,37078.9
640704,"Lathrop, CA",Lathrop,CA,27.784,17983.5
640830,"La Verne, CA",La Verne,CA,35.3278,30784.7
640886,"Lawndale, CA",Lawndale,CA,73.8069,31843.2
641124,"Lemon Grove, CA",Lemon Grove,CA,42.009,25799.1
641152,"Lemoore, CA",Lemoore,CA,38.0338,23977.4
641180,"Lennox, CA",Lennox,CA,64.1797,21907.3
641474,"Lincoln, CA",Lincoln,CA,19.2602,42418.6
641572,"Linda, CA",Linda,CA,23.201,17497.3
641922,"Live Oak, CA",Live Oak,CA,52.2242,16966.3
641992,"Livermore, CA",Livermore,CA,36.4689,80353.9
642202,"Lodi, CA",Lodi,CA,53.2245,61747.4
642370,"Loma Linda, CA",Loma Linda,CA,29.2919,23031.1
642468,"Lomita, CA",Lomita,CA,67.2478,19674.5
642524,"Lompoc, CA",Lompoc,CA,47.0028,41751
643000,"Long Beach, CA",Long Beach,CA,65.8272,462006
643280,"Los Altos, CA",Los Altos,CA,43.9118,29108.3
644000,"Los Angeles, CA",Los Angeles,CA,63.87,3787000
644028,"Los Banos, CA",Los Banos,CA,30.2165,35269.4
644112,"Los Gatos, CA",Los Gatos,CA,43.3119,29572.8
644574,"Lynwood, CA",Lynwood,CA,60.1043,69952.3
645022,"Madera, CA",Madera,CA,40.281,60829.2
645400,"Manhattan Beach, CA",Manhattan Beach,CA,66.6716,34672.9
645484,"Manteca, CA",Manteca,CA,38.7676,66138.5
645778,"Marina, CA",Marina,CA,42.3501,19687.2
646114,"Martinez, CA",Martinez,CA,38.0208,35574.6
646492,"Maywood, CA",Maywood,CA,72.1625,26577.1
646646,"Mead Valley, CA",Mead Valley,CA,4.62034,18503
646842,"Menifee, CA",Menifee,CA,11.3978,77841.2
646870,"Menlo Park, CA",Menlo Park,CA,52.5974,32548.3
646898,"Merced, CA",Merced,CA,39.1888,77887
647486,"Millbrae, CA",Millbrae,CA,51.428,21482.8
647766,"Milpitas, CA",Milpitas,CA,44.0523,66798.2
648256,"Mission Viejo, CA",Mission Viejo,CA,36.7556,93157.4
648354,"Modesto, CA",Modesto,CA,44.1677,199448
648648,"Monrovia, CA",Monrovia,CA,57.92,36831.9
648788,"Montclair, CA",Montclair,CA,47.4507,36942.5
648816,"Montebello, CA",Montebello,CA,60.273,63097
648872,"Monterey, CA",Monterey,CA,50.9253,27292
648914,"Monterey Park, CA",Monterey Park,CA,57.6411,60063.2
649138,"Moorpark, CA",Moorpark,CA,34.9717,33983.3
649270,"Moreno Valley, CA",Moreno Valley,CA,28.0586,192696
649278,"Morgan Hill, CA",Morgan Hill,CA,27.0478,37008.1
649651,"Mountain View, CA",Mountain View,CA,58.3794,74425.9
650076,"Murrieta, CA",Murrieta,CA,25.0882,102662
650258,"Napa, CA",Napa,CA,44.1798,75629.9
650398,"National City, CA",National City,CA,58.926,58400.1
650916,"Newark, CA",Newark,CA,45.2756,42577
651182,"Newport Beach, CA",Newport Beach,CA,44.6173,84866
651476,"Nipomo, CA",Nipomo,CA,22.3933,16661
651560,"Norco, CA",Norco,CA,19.7166,27701.7
651924,"North Highlands, CA",North Highlands,CA,48.0451,43504.5
652379,"North Tustin, CA",North Tustin,CA,23.8337,24745.9
652526,"Norwalk, CA",Norwalk,CA,56.2703,104805
652582,"Novato, CA",Novato,CA,30.2199,51504.1
652694,"Oakdale, CA",Oakdale,CA,46.5177,20291.5
653000,"Oakland, CA",Oakland,CA,68.5337,390816
653070,"Oakley, CA",Oakley,CA,22.6726,35449.1
653322,"Oceanside, CA",Oceanside,CA,34.1129,166405
653448,"Oildale, CA",Oildale,CA,42.3077,32344.1
653896,"Ontario, CA",Ontario,CA,40.903,164260
653980,"Orange, CA",Orange,CA,46.7628,136314
654092,"Orangevale, CA",Orangevale,CA,28.7499,34210.1
654120,"Orcutt, CA",Orcutt,CA,25.4212,28529.2
654232,"Orinda, CA",Orinda,CA,9.98204,17444.4
654652,"Oxnard, CA",Oxnard,CA,51.4853,196160
654806,"Pacifica, CA",Pacifica,CA,40.6616,37017.3
655156,"Palmdale, CA",Palmdale,CA,21.4633,152504
655184,"Palm Desert, CA",Palm Desert,CA,25.1465,47797.4
655254,"Palm Springs, CA",Palm Springs,CA,31.3909,44690.5
655282,"Palo Alto, CA",Palo Alto,CA,54.2108,64512
655520,"Paradise, CA",Paradise,CA,20.2967,26043.5
655618,"Paramount, CA",Paramount,CA,58.5406,53634.1
656000,"Pasadena, CA",Pasadena,CA,61.9986,137867
656112,"Patterson, CA",Patterson,CA,38.939,19864.9
656700,"Perris, CA",Perris,CA,20.9078,68102.2
656784,"Petaluma, CA",Petaluma,CA,45.5808,57297.9
656924,"Pico Rivera, CA",Pico Rivera,CA,52.148,63449.7
657288,"Pinole, CA",Pinole,CA,41.2891,18682.4
657456,"Pittsburg, CA",Pittsburg,CA,35.4839,62672.7
657526,"Placentia, CA",Placentia,CA,47.2391,50138.2
657764,"Pleasant Hill, CA",Pleasant Hill,CA,47.7904,33116.3
657792,"Pleasanton, CA",Pleasanton,CA,37.6368,69608.5
658072,"Pomona, CA",Pomona,CA,47.7744,149059
658240,"Porterville, CA",Porterville,CA,36.0344,53479.6
658296,"Port Hueneme, CA",Port Hueneme,CA,53.1296,22332.6
658520,"Poway, CA",Poway,CA,29.7247,47985.7
658870,"Prunedale, CA",Prunedale,CA,4.96053,17466.3
659346,"Ramona, CA",Ramona,CA,27.5802,20281.4
659444,"Rancho Cordova, CA",Rancho Cordova,CA,35.2794,64637.9
659451,"Rancho Cucamonga, CA",Rancho Cucamonga,CA,37.128,165055
659500,"Rancho Mirage, CA",Rancho Mirage,CA,13.6867,17334.3
659514,"Rancho Palos Verdes, CA",Rancho Palos Verdes,CA,26.8139,41470.9
659550,"Rancho San Diego, CA",Rancho San Diego,CA,25.1668,21265.9
659587,"Rancho Santa Margarita, CA",Rancho Santa Margarita,CA,33.8654,47495.6
659920,"Redding, CA",Redding,CA,25.5707,89645.8
659962,"Redlands, CA",Redlands,CA,32.4793,68835.2
660018,"Redondo Beach, CA",Redondo Beach,CA,70.8597,66135.2
660102,"Redwood City, CA",Redwood City,CA,55.2944,77024.5
660242,"Reedley, CA",Reedley,CA,45.844,23802.5
660466,"Rialto, CA",Rialto,CA,32.335,99461.7
660620,"Richmond, CA",Richmond,CA,54.4072,105240
660704,"Ridgecrest, CA",Ridgecrest,CA,30.1587,27452.8
661068,"Riverbank, CA",Riverbank,CA,33.1074,22220.3
662000,"Riverside, CA",Riverside,CA,38.8986,303555
662364,"Rocklin, CA",Rocklin,CA,31.4253,56757.8
662546,"Rohnert Park, CA",Rohnert Park,CA,37.7094,40144.4
662826,"Rosamond, CA",Rosamond,CA,18.0897,18115.8
662896,"Rosemead, CA",Rosemead,CA,56.8305,53690
662910,"Rosemont, CA",Rosemont,CA,34.1015,22682.6
662938,"Roseville, CA",Roseville,CA,35.529,117884
663218,"Rowland Heights, CA",Rowland Heights,CA,38.9535,48763.6
664000,"Sacramento, CA",Sacramento,CA,43.4393,466259
664224,"Salinas, CA",Salinas,CA,52.6728,149540
665000,"San Bernardino, CA",San Bernardino,CA,38.9232,211497
665028,"San Bruno, CA",San Bruno,CA,47.8368,40704.5
665042,"San Buenaventura (Ventura), CA",San Buenaventura (Ventura),CA,45.9251,104393
665070,"San Carlos, CA",San Carlos,CA,40.7317,28076.8
665084,"San Clemente, CA",San Clemente,CA,32.7678,63105.9
666000,"San Diego, CA",San Diego,CA,48.5157,1305700
666070,"San Dimas, CA",San Dimas,CA,33.1235,33418
666140,"San Fernando, CA",San Fernando,CA,70.4157,23845.5
667000,"San Francisco, CA",San Francisco,CA,83.934,804533
667042,"San Gabriel, CA",San Gabriel,CA,66.784,39442.4
667056,"Sanger, CA",Sanger,CA,46.6456,23886.6
667112,"San Jacinto, CA",San Jacinto,CA,25.5758,44120.6
668000,"San Jose, CA",San Jose,CA,48.0613,942788
668028,"San Juan Capistrano, CA",San Juan Capistrano,CA,30.9012,34923.8
668084,"San Leandro, CA",San Leandro,CA,59.8274,85111.4
668112,"San Lorenzo, CA",San Lorenzo,CA,46.7662,23171.1
668154,"San Luis Obispo, CA",San Luis Obispo,CA,51.4733,43973
668196,"San Marcos, CA",San Marcos,CA,29.6088,83475
668252,"San Mateo, CA",San Mateo,CA,63.2306,97068.7
668294,"San Pablo, CA",San Pablo,CA,63.9683,28933.6
668364,"San Rafael, CA",San Rafael,CA,50.8453,57497.5
668378,"San Ramon, CA",San Ramon,CA,20.8306,71051.5
669000,"Santa Ana, CA",Santa Ana,CA,61.3217,324761
669070,"Santa Barbara, CA",Santa Barbara,CA,59.2206,88266.3
669084,"Santa Clara, CA",Santa Clara,CA,56.1479,116572
669088,"Santa Clarita, CA",Santa Clarita,CA,33.0883,175164
669112,"Santa Cruz, CA",Santa Cruz,CA,58.6638,59631.8
669196,"Santa Maria, CA",Santa Maria,CA,47.7937,99339.6
670000,"Santa Monica, CA",Santa Monica,CA,77.7242,89617.7
670042,"Santa Paula, CA",Santa Paula,CA,56.8075,28731
670098,"Santa Rosa, CA",Santa Rosa,CA,42.427,165735
670224,"Santee, CA",Santee,CA,30.401,52898.1
670280,"Saratoga, CA",Saratoga,CA,28.2757,30122.3
670686,"Seal Beach, CA",Seal Beach,CA,39.2296,24316.1
670742,"Seaside, CA",Seaside,CA,48.3108,33043.1
670882,"Selma, CA",Selma,CA,43.5039,22835.6
671106,"Shafter, CA",Shafter,CA,42.4683,16874.9
672016,"Simi Valley, CA",Simi Valley,CA,36.6845,123815
672520,"Soledad, CA",Soledad,CA,28.0194,24519.7
672996,"South El Monte, CA",South El Monte,CA,60.0671,20523.2
673080,"South Gate, CA",South Gate,CA,61.1498,94076.5
673108,"South Lake Tahoe, CA",South Lake Tahoe,CA,35.0986,21154.6
673220,"South Pasadena, CA",South Pasadena,CA,61.3127,25502.8
673262,"South San Francisco, CA",South San Francisco,CA,55.9225,62213.1
673290,"South San Jose Hills, CA",South San Jose Hills,CA,34.7508,19891.6
673430,"South Whittier, CA",South Whittier,CA,43.846,55933.4
673696,"Spring Valley, CA",Spring Valley,CA,30.6973,28448.9
673962,"Stanton, CA",Stanton,CA,54.0541,36957.1
674130,"Stevenson Ranch, CA",Stevenson Ranch,CA,19.7386,17646.6
675000,"Stockton, CA",Stockton,CA,39.9835,288846
675630,"Suisun City, CA",Suisun City,CA,36.7639,27788.3
677000,"Sunnyvale, CA",Sunnyvale,CA,55.3073,138782
677364,"Susanville, CA",Susanville,CA,24.8687,17537.4
678120,"Temecula, CA",Temecula,CA,28.4077,99538.6
678148,"Temple City, CA",Temple City,CA,50.8271,35839.9
678582,"Thousand Oaks, CA",Thousand Oaks,CA,31.9887,126659
680000,"Torrance, CA",Torrance,CA,61.0338,145414
